Price,Close,High,Low,Open,Volume
Ticker,BBCA.JK,BBCA.JK,BBCA.JK,BBCA.JK,BBCA.JK
Date,,,,,
2021-03-03,6173.90185546875,6248.8706637137275,6173.90185546875,6231.230944126673,84470000
2021-03-04,5926.94677734375,6173.902893066406,5926.94677734375,6090.11421094622,120802500
2021-03-05,5997.5048828125,6107.753134334789,5926.946001838235,5926.946001838235,111871500
2021-03-08,5926.94677734375,6129.803586687361,5926.94677734375,6129.803586687361,90883000
2021-03-09,5825.51806640625,5922.536535339586,5821.10813600019,5909.306744121404,135582000
2021-03-10,5913.716796875,5926.94658836689,5838.7479784209545,5926.94658836689,50302000
2021-03-12,5966.6357421875,6068.064139874353,5922.53643884539,6063.654209540142,74328000
2021-03-15,5878.4375,6015.145348837209,5878.4375,6010.735418229558,57416000
2021-03-16,5843.15771484375,5918.126530807783,5838.747784492924,5918.126530807783,70755500
2021-03-17,5829.92822265625,5878.437459002104,5825.518292079354,5865.2076672714165,71474500
2021-03-18,5913.716796875,5926.94658836689,5829.928117426361,5838.7479784209545,70067500
2021-03-19,5962.22607421875,5971.045935275286,5843.1579499555055,5971.045935275286,125853000
2021-03-22,5838.748046875,5891.667213462991,5829.928185777001,5856.387769070997,67523500
2021-03-23,5790.23876953125,5926.94661557502,5781.418908496168,5926.94661557502,127762500
2021-03-24,5679.990234375,5777.008701111218,5662.3505131502325,5746.139188967876,152050000
2021-03-25,5618.25048828125,5679.989504635989,5582.971050364256,5644.710066718995,119101500
2021-03-26,5657.9404296875,5684.400010808408,5556.512035390686,5618.251058006138,134467500
2021-03-29,5609.431640625,5746.139487212559,5609.431640625,5653.5309459758255,113370500
2021-03-30,5640.30029296875,5693.219451307785,5618.250643660819,5618.250643660819,83115500
2021-03-31,5481.54296875,5640.300448134553,5419.80394898934,5635.890518151649,223390500
2021-04-01,5490.36279296875,5530.052162556476,5428.623773610065,5481.5429330603665,112286000
2021-04-05,5428.625,5547.6931356620635,5428.625,5512.413688058488,73311500
2021-04-06,5437.443359375,5441.8532891068535,5362.474553933496,5410.983780983881,80215000
2021-04-07,5512.4130859375,5534.4627382812505,5410.984685156251,5428.6244070312505,107908000
2021-04-08,5486.83447265625,5558.382436439869,5477.890977183298,5544.96719323044,123697500
2021-04-09,5544.966796875,5652.288734879033,5495.777575289819,5647.816987462198,116961000
2021-04-12,5424.22998046875,5629.930375441184,5419.758232751958,5629.930375441184,110411500
2021-04-13,5366.0966796875,5419.757646484375,5348.209690755209,5410.81415201823,119211500
2021-04-14,5638.87353515625,5638.87353515625,5419.757910078806,5460.003637133847,135519500
2021-04-15,5616.51513671875,5643.345623040655,5527.0801823124,5638.873875320337,102686500
2021-04-16,5612.04296875,5697.006169073706,5558.382000124502,5697.006169073706,79293500
2021-04-19,5607.5712890625,5616.514783941388,5571.79730954695,5612.043036501944,47095000
2021-04-20,5576.26953125,5589.6847747093025,5531.552053052325,5544.967296511628,72721000
2021-04-21,5513.66455078125,5567.325519645301,5513.66455078125,5544.966782618613,68397000
2021-04-22,5558.38232421875,5612.043295973074,5527.080090695394,5544.967081280169,63758000
2021-04-23,5714.8935546875,5719.365302382874,5567.32588074017,5616.5151053892805,108498500
2021-04-26,5620.98681640625,5723.837012728719,5616.5150687400555,5719.3652650625245,108742000
2021-04-27,5728.30859375,5755.1390789666275,5683.591118388954,5697.006360997268,132650000
2021-04-28,5652.2890625,5728.308772992484,5647.817314823971,5723.837025316456,87660000
2021-04-29,5732.7802734375,5777.497748269306,5688.062798605694,5777.497748269306,57355000
2021-04-30,5728.30859375,5768.554321574941,5705.9498560694765,5768.554321574941,65829500
2021-05-03,5714.8935546875,5795.385013204225,5674.647825429138,5795.385013204225,42065500
2021-05-04,5723.8369140625,5750.667399597168,5670.1759429931635,5679.119438171387,50123500
2021-05-05,5746.1953125,5750.667059824903,5723.836575875486,5741.723565175098,51685000
2021-05-06,5746.1953125,5768.554049124514,5723.836575875486,5723.836575875486,38115500
2021-05-07,5723.8369140625,5777.497885131836,5710.421671295166,5777.497885131836,48864000
2021-05-10,5741.724609375,5741.724609375,5719.365868684287,5723.8376168224295,68180500
2021-05-11,5795.38427734375,5795.38427734375,5638.873127878448,5723.836323302469,70680000
2021-05-17,5813.2724609375,5813.2724609375,5701.478759765625,5813.2724609375,129058500
2021-05-18,5714.8935546875,5773.026274727357,5692.534816210632,5723.837050078248,73563000
2021-05-19,5674.6474609375,5723.836682427108,5665.7039661212075,5705.949692794524,64912500
2021-05-20,5705.94970703125,5755.138928643588,5679.119222515429,5714.893201869857,64950000
2021-05-21,5688.0634765625,5768.554940853479,5598.6285162391905,5768.554940853479,92620000
2021-05-24,5656.76025390625,5705.949473505435,5625.458023252223,5683.590737323987,59210000
2021-05-25,5683.59130859375,5759.611019251574,5634.402084050453,5634.402084050453,87470000
2021-05-27,5607.5712890625,5795.384681519139,5607.5712890625,5759.610702003589,537971500
2021-05-28,5670.1767578125,5697.00724720278,5661.233261349073,5661.233261349073,102108500
2021-05-31,5701.478515625,5714.893759191176,5656.761037071078,5688.063272058824,101442000
2021-06-02,5781.96923828125,5826.686711121785,5741.723512724768,5813.271469269625,141732500
2021-06-03,5902.70703125,5902.70703125,5750.667607717804,5808.800328480114,133810500
2021-06-04,5884.8193359375,5920.593313663563,5813.271380485372,5920.593313663563,62108500
2021-06-07,5840.10205078125,5875.876029652804,5750.6671036023645,5866.9325349349165,62576000
2021-06-08,5750.66748046875,5880.3481623766775,5750.66748046875,5880.3481623766775,64348000
2021-06-09,5840.10205078125,5844.573798140194,5688.0626405771445,5688.0626405771445,77198000
2021-06-10,5920.59375,5920.59375,5804.328313821752,5862.461031910876,73262500
2021-06-11,5786.44140625,5884.819853651468,5777.497911031684,5875.876358433153,72780500
2021-06-14,5732.7802734375,5831.158718067472,5723.836778471139,5831.158718067472,61478500
2021-06-15,5786.44140625,5786.44140625,5728.30868733095,5764.082668204212,87799000
2021-06-16,5710.42138671875,5755.1388603813875,5688.062649887432,5741.723618282596,48984000
2021-06-17,5661.23193359375,5714.892899788952,5612.042714581482,5714.892899788952,68448500
2021-06-18,5656.76025390625,5674.647242851408,5616.514528779644,5634.401517724802,118043000
2021-06-21,5589.68505859375,5634.4025390625,5553.9110742187495,5634.4025390625,60823500
2021-06-22,5670.1767578125,5714.894240129633,5580.741793178233,5589.685289641659,65824000
2021-06-23,5571.796875,5670.175310995184,5571.796875,5629.929587178973,52451000
2021-06-24,5553.9111328125,5643.346094693538,5544.967636624396,5643.346094693538,56010000
2021-06-25,5536.0234375,5598.627902867528,5536.0234375,5571.797417710016,68939500
2021-06-28,5415.28662109375,5500.249829847492,5415.28662109375,5455.532351556049,84420500
2021-06-29,5406.34228515625,5446.588009363369,5401.870538022126,5410.814032290375,53704000
2021-06-30,5388.45654296875,5428.702276484699,5366.0978021265555,5366.0978021265555,65795000
2021-07-01,5388.45654296875,5433.174024653138,5366.0978021265555,5419.758780147821,58153000
2021-07-02,5455.5322265625,5491.306208376024,5401.871253842213,5428.701740202357,67392500
2021-07-05,5464.4755859375,5482.362576398834,5428.701605014832,5455.532090706833,39710500
2021-07-06,5415.28662109375,5464.475847214338,5415.28662109375,5464.475847214338,34279500
2021-07-07,5424.22998046875,5527.0801779549665,5392.927746451205,5527.0801779549665,35595000
2021-07-08,5379.51171875,5401.8704540731505,5348.209489297589,5366.09647755611,47297000
2021-07-09,5383.98388671875,5383.98388671875,5357.15340223344,5375.040391890313,40707500
2021-07-12,5518.13671875,5527.080214242302,5383.9842863654785,5428.701763826985,65981500
2021-07-13,5406.34228515625,5522.607710643481,5379.511802351504,5518.135963509357,65946500
2021-07-14,5357.15380859375,5392.927790621087,5348.210313086915,5383.984295114253,59321000
2021-07-15,5468.94775390625,5468.94775390625,5361.6258028892835,5366.097550848323,49724000
2021-07-16,5464.4755859375,5518.136557321502,5415.286362168832,5518.136557321502,47998500
2021-07-19,5370.568359375,5464.4750500884675,5370.568359375,5464.4750500884675,47119000
2021-07-21,5375.041015625,5473.41947015391,5375.041015625,5410.814999090058,55009500
2021-07-22,5504.7216796875,5504.7216796875,5410.814973535235,5468.947696391399,60792000
2021-07-23,5397.39990234375,5536.024092047691,5388.456406233819,5527.080595937759,79938000
2021-07-26,5370.568359375,5419.75757832015,5370.568359375,5401.870589612822,48171500
2021-07-27,5370.568359375,5419.75757832015,5366.096612198168,5370.568359375,53107500
2021-07-28,5348.2099609375,5375.040445691367,5339.266466019544,5370.56869823239,74133000
2021-07-29,5401.87158203125,5442.117314016582,5348.210606050808,5415.286826026361,84605000
2021-07-30,5339.2666015625,5455.532038447445,5330.323106417504,5401.871067577471,105685000
2021-08-02,5330.32275390625,5424.2294467183565,5281.133533861813,5419.7576994415895,119981500
2021-08-03,5495.77734375,5527.079574349064,5352.681432439992,5388.455410267494,110071500
2021-08-04,5473.4189453125,5500.249430338542,5419.757975260417,5495.777682834201,41112000
2021-08-05,5634.40234375,5643.34583953373,5491.3064112103175,5518.136898561508,93768000
2021-08-06,5509.193359375,5688.063273640422,5486.834620091822,5688.063273640422,67285000
2021-08-09,5544.966796875,5544.966796875,5460.0035959551415,5486.834080456149,52858500
2021-08-10,5634.40234375,5634.40234375,5468.947671750992,5589.684864831349,60446000
2021-08-12,5634.40234375,5652.28933531746,5473.419419642857,5473.419419642857,118325500
2021-08-13,5732.7802734375,5755.139010853402,5656.76056622343,5679.119303639332,86929000
2021-08-16,5741.724609375,5741.724609375,5638.874402197722,5741.724609375,69282000
2021-08-18,5902.70703125,6045.802959280303,5777.498094223485,5831.159067234848,186354500
2021-08-19,5902.70703125,5902.70703125,5840.102562736743,5902.70703125,100926000
2021-08-20,5902.70703125,5902.70703125,5822.215571732955,5902.70703125,120163500
2021-08-23,5893.763671875,5893.763671875,5826.687454061552,5826.687454061552,68253000
2021-08-24,5902.70703125,5902.70703125,5813.272076231061,5875.876544744318,59561500
2021-08-25,5902.70703125,5907.1787790009475,5889.291787997159,5902.70703125,80751500
2021-08-26,5866.93310546875,5884.82009664396,5786.441645180306,5866.93310546875,74337000
2021-08-27,5822.21533203125,5840.102322298627,5804.328341763873,5804.328341763873,71572500
2021-08-30,5871.404296875,5884.819538985148,5831.158570544554,5840.102065284653,74564500
2021-08-31,5857.9892578125,5875.876247912691,5826.6870251371665,5831.158772662214,115373500
2021-09-01,5871.404296875,5902.706528465346,5844.573812654703,5857.989054764851,67362500
2021-09-02,5849.04638671875,5880.3486227333,5773.0266706834145,5835.631142712514,53257000
2021-09-03,5902.70703125,5902.70703125,5826.687319483902,5866.933049242424,35764500
2021-09-06,5880.34814453125,5907.178630361811,5857.989406339116,5902.706882723384,36780000
2021-09-07,5875.8759765625,5907.178207792285,5875.8759765625,5898.234713155203,53902000
2021-09-08,5759.611328125,5898.23551381745,5741.724336422749,5857.989782487383,77888000
2021-09-09,5875.8759765625,5875.8759765625,5732.780062369197,5732.780062369197,110074000
2021-09-10,5831.15966796875,5871.405401873442,5808.800926910588,5808.800926910588,41483500
2021-09-13,5862.46044921875,5866.9321963196035,5835.629966613629,5866.9321963196035,29929000
2021-09-14,5853.51806640625,5898.235545905152,5808.800586907349,5893.763797955262,51990500
2021-09-15,5808.80029296875,5857.989517928454,5799.856797521531,5853.517770204845,44514000
2021-09-16,5813.2724609375,5884.8204296875,5795.38546875,5884.8204296875,58672500
2021-09-17,5831.15966796875,5844.574912603647,5795.38568227569,5804.329178698955,117540000
2021-09-20,5889.29150390625,5893.763251441486,5822.215290877705,5875.876261300541,73157500
2021-09-21,5804.328125,5844.573851598613,5786.441135400616,5822.215114599384,57115500
2021-09-22,5862.46044921875,5884.819184723016,5813.271231109363,5813.271231109363,68722000
2021-09-23,5884.8193359375,5893.762830369015,5853.517105427194,5862.460599858709,60998500
2021-09-24,5889.29150390625,5889.29150390625,5813.271795807233,5813.271795807233,60539500
2021-09-27,5884.8193359375,5898.234577584773,5862.460599858709,5889.291083153258,55052500
2021-09-28,5831.15966796875,5866.933653661809,5813.27267512222,5849.04666081528,80186000
2021-09-29,5884.8193359375,5884.8193359375,5826.686622132646,5831.1583693484035,74079000
2021-09-30,6260.4462890625,6260.4462890625,5898.234753766741,5902.706501116071,156848000
2021-10-01,6045.80322265625,6171.0121651372965,6001.085743198733,6171.0121651372965,103954500
2021-10-04,6224.67236328125,6224.67236328125,6027.915478235004,6027.915478235004,74719000
2021-10-05,6211.25732421875,6211.25732421875,6135.237616146958,6179.955091483307,54986500
2021-10-06,6421.43017578125,6421.43017578125,6233.616758383748,6242.560254450295,174312000
2021-10-07,6403.5419921875,6416.957233791244,6331.994036967528,6416.957233791244,107263500
2021-10-08,6519.80859375,6528.752089763375,6416.958389596193,6439.31712962963,94643500
2021-10-11,6488.50537109375,6519.807602380902,6466.146634460071,6475.090129113542,47201000
2021-10-12,6546.638671875,6546.638671875,6479.562455974641,6488.505951428022,91067000
2021-10-13,6729.98046875,7378.38390261628,6618.186773255814,6618.186773255814,210893300
2021-10-14,6931.20947265625,7065.3619140625,6797.057031249999,6797.057031249999,138811900
2021-10-15,6841.7744140625,7043.003073299632,6662.904494740605,6975.926853553921,142378200
2021-10-18,6729.98046875,6864.132903343024,6685.262990552326,6841.774164244186,116644300
2021-10-19,6707.62109375,6729.979830729167,6573.468671875,6685.262356770833,134601200
2021-10-21,6618.18603515625,6752.338454787796,6573.468561945735,6707.62098157728,106120100
2021-10-22,6729.98046875,6752.339207848838,6640.545512354652,6662.9042514534885,96730700
2021-10-25,6729.98046875,6729.98046875,6618.186773255814,6618.186773255814,60329800
2021-10-26,6729.98046875,6797.056686046512,6707.621729651163,6797.056686046512,70103000
2021-10-27,6662.904296875,6774.697993131292,6640.545557623742,6774.697993131292,57067000
2021-10-28,6595.82763671875,6640.545112221928,6573.468898967161,6573.468898967161,75271900
2021-10-29,6685.2626953125,6685.2626953125,6595.827742866848,6662.903957201087,60639200
2021-11-01,6618.18603515625,6752.338454787796,6618.18603515625,6752.338454787796,38593400
2021-11-02,6528.75146484375,6640.545154310253,6484.0339890571495,6595.827678523652,90535400
2021-11-03,6573.46923828125,6618.186716092687,6484.034282658376,6528.751760469812,61621500
2021-11-04,6595.82763671875,6685.262587725106,6595.82763671875,6640.545112221928,61081400
2021-11-05,6662.904296875,6685.263036126258,6595.828079121225,6685.263036126258,43120400
2021-11-08,6774.69775390625,6797.056492367987,6662.904061597566,6707.62153852104,85441700
2021-11-09,6864.1328125,6864.1328125,6774.697857288274,6797.056596091205,101785800
2021-11-10,6841.7744140625,6864.133153977737,6774.698194316789,6864.133153977737,47503900
2021-11-11,6864.1328125,6931.209028908795,6797.056596091205,6886.491551302932,55790000
2021-11-12,6729.98046875,6931.209120639535,6729.98046875,6931.209120639535,52590100
2021-11-15,6707.62109375,6819.414778645833,6707.62109375,6819.414778645833,67344200
2021-11-16,6685.2626953125,6685.2626953125,6551.110266644022,6618.186480978261,98616900
2021-11-17,6797.43115234375,6797.43115234375,6662.828555267636,6730.129853805693,61968100
2021-11-18,6640.39501953125,6730.130087362753,6640.39501953125,6662.828786489126,78839600
2021-11-19,6662.82861328125,6685.262379655935,6617.961080531882,6662.82861328125,68203700
2021-11-22,6707.6962890625,6752.563822768604,6640.394988503344,6662.828755356396,66328300
2021-11-23,6707.6962890625,6730.130055915552,6640.394988503344,6640.394988503344,43477500
2021-11-24,6707.6962890625,6797.431356474707,6662.828755356396,6797.431356474707,35181400
2021-11-25,6662.82861328125,6752.563678779988,6662.82861328125,6685.262379655935,40216100
2021-11-26,6528.22607421875,6685.262440265249,6505.792307640679,6640.3949071091065,113288400
2021-11-29,6640.39501953125,6662.828786489126,6438.491116910367,6528.22618474187,87907900
2021-11-30,6528.22607421875,6662.828673687178,6528.22607421875,6573.093607374893,144923700
2021-12-01,6550.66064453125,6685.263260514769,6528.226875200664,6528.226875200664,76538100
2021-12-02,6730.1298828125,6730.1298828125,6550.659752604167,6617.961051432291,66831000
2021-12-03,6617.9609375,6752.5635328389835,6595.52717161017,6752.5635328389835,63283700
2021-12-06,6595.5283203125,6707.697169297407,6595.5283203125,6685.263399500425,56944100
2021-12-07,6595.5283203125,6707.697169297407,6595.5283203125,6685.263399500425,51258200
2021-12-08,6662.82861328125,6707.696146030619,6640.394846906566,6685.262379655935,74775000
2021-12-09,6595.5283203125,6685.263399500425,6595.5283203125,6640.395859906463,54886400
2021-12-10,6617.9609375,6617.9609375,6528.225873940678,6573.093405720339,91092400
2021-12-13,6550.66064453125,6640.395721853596,6550.66064453125,6617.961952523009,59977100
2021-12-14,6550.66064453125,6617.961952523009,6528.226875200664,6550.66064453125,49763600
2021-12-15,6550.66064453125,6617.961952523009,6528.226875200664,6550.66064453125,52477600
2021-12-16,6528.22607421875,6640.3949071091065,6528.22607421875,6617.961140531035,95171400
2021-12-17,6730.1298828125,6730.1298828125,6550.659752604167,6573.093518880209,107096800
2021-12-20,6617.9609375,6640.39470338983,6573.093405720339,6595.52717161017,74753000
2021-12-21,6617.9609375,6640.39470338983,6573.093405720339,6573.093405720339,52386100
2021-12-22,6573.09375,6662.828818259385,6573.09375,6662.828818259385,33232000
2021-12-23,6550.66064453125,6595.528183192423,6550.66064453125,6573.094413861836,37136400
2021-12-24,6550.66064453125,6595.528183192423,6550.66064453125,6550.66064453125,30802100
2021-12-27,6595.5283203125,6595.5283203125,6550.660780718537,6550.660780718537,20722100
2021-12-28,6595.5283203125,6640.395859906463,6573.094550515519,6617.962090109481,39343800
2021-12-29,6550.66064453125,6617.961952523009,6550.66064453125,6595.528183192423,42079500
2021-12-30,6550.66064453125,6595.528183192423,6550.66064453125,6595.528183192423,49954700
2022-01-03,6573.09375,6640.3950511945395,6550.6599829351535,6573.09375,54287400
2022-01-04,6640.39501953125,6685.262553447002,6573.093718657623,6573.093718657623,70624000
2022-01-05,6685.26318359375,6752.564490811136,6617.961876376363,6685.26318359375,76164900
2022-01-06,6707.6962890625,6752.563822768604,6662.828755356396,6730.130055915552,63657100
2022-01-07,6864.73388671875,6909.60142846201,6730.13126148897,6774.99880323223,143433300
2022-01-10,6819.865234375,6864.7327688116775,6774.9976999383225,6797.431467156661,45351900
2022-01-11,6909.60009765625,6909.60009765625,6842.298798003753,6864.732564554586,110334600
2022-01-12,6909.60009765625,6909.60009765625,6864.732564554586,6909.60009765625,62606000
2022-01-13,6909.60009765625,6954.467630757914,6864.732564554586,6909.60009765625,50025200
2022-01-14,7044.20361328125,7044.20361328125,6864.733457528861,6909.600996466958,65898700
2022-01-17,6954.46826171875,7089.070873235886,6909.600724546371,7089.070873235886,63902600
2022-01-18,6887.16650390625,6976.901572361055,6774.997668337744,6976.901572361055,71476300
2022-01-19,6887.16650390625,6932.034038133652,6797.431435451445,6864.732736792548,60389700
2022-01-20,6976.90087890625,6976.90087890625,6842.298289602592,6932.0333491383635,59925500
2022-01-21,7133.9384765625,7133.9384765625,6909.600788620283,6976.902095002948,63370500
2022-01-24,6999.3349609375,7044.202492738382,6976.90119503706,7021.76872683794,40278300
2022-01-25,6976.90087890625,6976.90087890625,6842.298289602592,6887.165819370478,106796900
2022-01-26,6909.60009765625,6954.467630757914,6864.732564554586,6909.60009765625,53350200
2022-01-27,6999.3349609375,6999.3349609375,6842.298599634415,6842.298599634415,71945100
2022-01-28,6976.90087890625,7021.768408674136,6909.599584254421,6999.334643790193,70595000
2022-01-31,6842.298828125,6976.901428022541,6842.298828125,6976.901428022541,68122000
2022-02-02,6999.3349609375,6999.3349609375,6887.166131435297,6976.90119503706,65308100
2022-02-03,6932.03369140625,7021.768755372674,6909.599925414644,6999.334989381067,35100600
2022-02-04,6932.03369140625,6999.334989381067,6909.599925414644,6954.4674573978555,39324700
2022-02-07,6999.3349609375,6999.3349609375,6909.599897335737,6976.90119503706,56813200
2022-02-08,6932.03369140625,7044.20252136428,6932.03369140625,6954.4674573978555,61883100
2022-02-09,7133.9384765625,7133.9384765625,6999.33586379717,7044.203401385613,108922200
2022-02-10,6954.46826171875,7133.938410408266,6954.46826171875,7133.938410408266,93277000
2022-02-11,7021.76953125,7021.76953125,6864.733151956869,6887.166920427317,71968800
2022-02-14,6909.60009765625,6976.901397308746,6909.60009765625,6954.467630757914,57710700
2022-02-15,7066.63720703125,7066.63720703125,6932.034593563988,6954.468362475198,55617000
2022-02-16,7156.37158203125,7156.37158203125,7021.768981742261,7044.202748457093,77055100
2022-02-17,7089.0703125,7111.504079311709,6999.335245253164,7044.202778876583,48704600
2022-02-18,7111.50390625,7133.937672515773,7044.202607452681,7133.937672515773,56813400
2022-02-21,7133.9384765625,7156.372245356722,7089.070938974057,7111.504707768278,43821700
2022-02-22,7089.0703125,7133.937846123417,7044.202778876583,7089.0703125,80095500
2022-02-23,7223.673828125,7268.5413674301235,7066.637440557065,7089.071210209627,99240300
2022-02-24,7178.80517578125,7313.407772827148,7111.5038772583,7290.974006652832,124947700
2022-02-25,7223.673828125,7335.842676387811,7111.504979862189,7133.938749514751,135899900
2022-03-01,7223.673828125,7335.842676387811,7178.806288819876,7178.806288819876,136616800
2022-03-02,7156.37158203125,7380.709249179565,7156.37158203125,7380.709249179565,100301000
2022-03-04,7089.0703125,7201.239146558544,7089.0703125,7156.371612935127,132983400
2022-03-07,6909.60009765625,7044.202696961242,6909.60009765625,6999.335163859578,130990900
2022-03-08,6864.73388671875,7044.204053691789,6864.73388671875,6909.60142846201,119256500
2022-03-09,7044.20361328125,7133.938691157445,6864.733457528861,6909.600996466958,132814500
2022-03-10,7111.50390625,7156.371438781545,6999.335074921135,7111.50390625,86484000
2022-03-11,7133.9384765625,7133.9384765625,6932.034557414505,6932.034557414505,61053900
2022-03-14,7246.10693359375,7268.540701190016,7133.938095612422,7223.673165997485,78432100
2022-03-15,7313.408203125,7358.275738113497,7246.106900642255,7313.408203125,111214500
2022-03-16,7358.275390625,7425.576689929497,7246.106558450839,7425.576689929497,149761300
2022-03-17,7178.80517578125,7448.010369873046,7178.80517578125,7448.010369873046,132439400
2022-03-18,7089.0703125,7268.540446993671,7089.0703125,7178.805379746836,143981700
2022-03-21,7089.0703125,7133.937846123417,6999.335245253164,6999.335245253164,85485500
2022-03-22,7111.50390625,7133.937672515773,7066.636373718454,7089.070139984226,60010900
2022-03-23,7089.0703125,7133.937846123417,7021.769012064873,7111.504079311709,82208000
2022-03-24,7111.50390625,7133.937672515773,6999.335074921135,7044.202607452681,95245100
2022-03-25,7133.9384765625,7133.9384765625,7089.070938974057,7089.070938974057,85101200
2022-03-28,7197.71484375,7197.71484375,7106.604529272152,7129.3821078916135,83911500
2022-03-29,7152.16064453125,7197.715807872214,7129.383062860768,7174.9382262017325,62180600
2022-03-30,7174.93798828125,7197.715569196429,7129.382826450893,7197.715569196429,71430600
2022-03-31,7266.0478515625,7288.825431034483,7174.937533674569,7220.492692618534,112691900
2022-04-01,7220.49267578125,7357.15815229446,7152.159937524645,7357.15815229446,105575400
2022-04-04,7197.71484375,7220.492422369462,7129.3821078916135,7220.492422369462,57321200
2022-04-05,7197.71484375,7197.71484375,7152.159686511076,7197.71484375,48528300
2022-04-06,7061.05029296875,7152.160619329637,7061.05029296875,7129.383037739415,119263000
2022-04-07,7061.05029296875,7129.383037739415,7015.495129788306,7038.272711378528,68619400
